iter	Passed	Remaining
329	6559	33194
330	6579	33176
331	6597	33148
332	6617	33127
333	6635	33099
334	6655	33080
335	6679	33077
336	6699	33061
337	6718	33037
338	6738	33015
339	6756	32988
340	6777	32971
341	6796	32949
342	6817	32934
343	6838	32918
344	6856	32892
345	6878	32881
346	6897	32859
347	6919	32845
348	6938	32824
349	6958	32805
350	6978	32786
351	6998	32766
352	7017	32742
353	7038	32726
354	7056	32697
355	7076	32679
356	7096	32659
357	7115	32635
358	7134	32611
359	7153	32589
360	7172	32566
361	7191	32541
362	7214	32533
363	7235	32519
364	7256	32503
365	7275	32481
366	7294	32457
367	7313	32431
368	7331	32404
369	7350	32380
370	7368	32353
371	7387	32330
372	7408	32313
373	7427	32292
374	7447	32270
375	7465	32243
376	7484	32220
377	7504	32200
378	7525	32187
379	7545	32169
380	7565	32150
381	7586	32132
382	7606	32115
383	7627	32097
384	7648	32084
385	7668	32062
386	7689	32050
387	7709	32029
388	7729	32008
389	7748	31985
390	7768	31966
391	7786	31942
392	7807	31925
393	7826	31901
394	7846	31882
395	7865	31858
396	7885	31838
397	7904	31816
398	7925	31800
399	7945	31781
400	7966	31765
401	7985	31742
402	8003	31717
403	8023	31696
404	8042	31674
405	8061	31649
406	8080	31625
407	8099	31605
408	8119	31584
409	8140	31569
410	8160	31550
411	8180	31531
412	8199	31507
413	8221	31497
414	8239	31470
415	8260	31453
416	8280	31433
417	8301	31417
418	8321	31399
419	8340	31375
420	8361	31359
421	8379	31334
422	8397	31308
423	8418	31292
424	8436	31266
425	8455	31241
426	8473	31214
427	8491	31187
428	8510	31165
429	8530	31145
430	8551	31131
431	8571	31110
432	8592	31096
433	8615	31086
434	8636	31073
435	8658	31057
436	8678	31038
437	8699	31025
438	8720	31006
439	8739	30986
440	8762	30976
441	8786	30970
442	8804	30944
443	8823	30922
444	8842	30899
445	8862	30878
446	8884	30865
447	8903	30845
448	8923	30824
449	8945	30813
450	8964	30791
451	8985	30772
452	9003	30747
453	9022	30725
454	9042	30704
455	9061	30681
456	9082	30665
457	9101	30642
458	9120	30620
459	9138	30594
460	9159	30578
461	9178	30556
462	9199	30538
463	9219	30521
464	9241	30506
465	9261	30487
466	9279	30461
467	9301	30446
468	9321	30430
469	9340	30404
470	9359	30384
471	9380	30368
472	9400	30348
473	9424	30339
474	9441	30310
475	9459	30286
476	9479	30265
477	9500	30249
478	9519	30229
479	9537	30203
480	9558	30185
481	9577	30164
482	9599	30150
483	9617	30125
484	9638	30106
485	9656	30082
486	9676	30064
487	9697	30045
488	9717	30026
489	9738	30010
490	9758	29990
491	9777	29968
492	9796	29945
493	9815	29922
494	9836	29907
495	9854	29881
496	9872	29856
497	9894	29843
498	9914	29823
499	9933	29801
500	9954	29783
501	9973	29760
502	9992	29738
503	10011	29717
504	10030	29695
505	10050	29673
506	10068	29649
507	10087	29626
508	10106	29603
509	10127	29589
510	10145	29563
511	10163	29536
512	10186	29525
513	10205	29503
514	10225	29485
515	10246	29467
516	10265	29447
517	10286	29430
518	10304	29405
519	10325	29388
520	10344	29365
521	10366	29350
522	10383	29325
523	10402	29302
524	10422	29281
525	10439	29254
526	10461	29241
527	10480	29219
528	10501	29203
529	10520	29179
530	10538	29155
531	10558	29135
532	10577	29111
533	10597	29092
534	10617	29074
535	10638	29056
536	10659	29040
537	10678	29018
538	10698	28999
539	10717	28977
540	10738	28960
541	10757	28936
542	10778	28920
543	10797	28899
544	10819	28885
545	10841	28871
546	10865	28861
547	10887	28846
548	10906	28825
549	10926	28807
550	10946	28786
551	10967	28770
552	10989	28754
553	11011	28741
554	11031	28722
555	11049	28697
556	11070	28680
557	11089	28656
558	11110	28639
559	11128	28616
560	11148	28595
561	11167	28575
562	11186	28552
563	11208	28537
564	11227	28517
565	11246	28494
566	11266	28475
567	11286	28454
568	11305	28431
569	11323	28408
570	11342	28385
571	11363	28368
572	11382	28347
573	11403	28329
574	11422	28307
575	11440	28282
576	11458	28259
577	11477	28237
578	11497	28217
579	11516	28196
580	11538	28181
581	11556	28156
582	11576	28138
583	11598	28122
584	11617	28100
585	11638	28082
586	11657	28062
587	11676	28039
588	11696	28020
589	11716	27999
590	11736	27980
591	11756	27961
592	11776	27941
593	11795	27920
594	11816	27902
595	11835	27880
596	11855	27861
597	11873	27838
598	11893	27818
599	11912	27796
600	11931	27774
601	11953	27759
602	11974	27741
603	11993	27719
604	12015	27704
605	12035	27686
606	12055	27665
607	12075	27647
608	12095	27626
609	12114	27606
610	12135	27587
611	12155	27568
612	12177	27552
613	12199	27538
614	12218	27516
615	12240	27500
616	12259	27479
617	12279	27460
618	12299	27441
619	12320	27422
620	12343	27409
621	12363	27389
622	12385	27374
623	12404	27352
624	12425	27335
625	12447	27320
626	12465	27297
627	12482	27271
628	12500	27247
629	12520	27227
630	12541	27209
631	12560	27187
632	12581	27170
633	12600	27149
634	12621	27130
635	12640	27109
636	12662	27093
637	12681	27072
638	12702	27055
639	12722	27036
640	12745	27022
641	12767	27006
642	12787	26986
643	12808	26970
644	12829	26951
645	12849	26931
646	12867	26908
647	12889	26892
648	12909	26872
649	12932	26859
650	12953	26842
651	12974	26824
652	12996	26809
653	13022	26801
654	13046	26789
655	13065	26768
656	13085	26748
657	13105	26727
658	13124	26706
659	13148	26694
660	13170	26680
661	13194	26667
662	13218	26656
663	13238	26636
664	13259	26618
665	13278	26597
666	13301	26583
667	13324	26569
668	13346	26553
669	13367	26534
670	13388	26517
671	13410	26501
672	13431	26484
673	13451	26463
674	13474	26450
675	13499	26439
676	13524	26430
677	13547	26415
678	13571	26403
679	13595	26390
680	13618	26376
681	13639	26358
682	13660	26341
683	13683	26326
684	13707	26315
685	13731	26302
686	13752	26284
687	13775	26270
688	13794	26246
689	13816	26230
690	13838	26214
691	13858	26194
692	13880	26178
693	13902	26162
694	13924	26146
695	13944	26125
696	13967	26112
697	13989	26095
698	14008	26073
699	14028	26052
700	14048	26032
701	14067	26011
702	14087	25991
703	14108	25972
704	14129	25954
705	14149	25934
706	14171	25917
707	14192	25899
708	14216	25885
709	14240	25874
710	14261	25854
711	14284	25840
712	14304	25820
713	14328	25807
714	14350	25791
715	14371	25772
716	14390	25751
717	14412	25734
718	14431	25711
719	14453	25694
720	14474	25676
721	14496	25659
722	14515	25638
723	14538	25623
724	14562	25609
725	14581	25587
726	14602	25569
727	14621	25547
728	14642	25529
729	14662	25509
730	14685	25494
731	14707	25476
732	14728	25459
733	14749	25439
734	14773	25426
735	14793	25406
736	14813	25386
737	14836	25370
738	14856	25350
739	14875	25329
740	14897	25311
741	14920	25296
742	14941	25277
743	14963	25260
744	14984	25242
745	15008	25228
746	15026	25205
747	15048	25188
748	15070	25171
749	15089	25149
750	15110	25129
751	15129	25109
752	15149	25088
753	15170	25068
754	15194	25056
755	15215	25037
756	15239	25023
757	15260	25004
758	15282	24987
759	15299	24962
760	15318	24939
761	15339	24922
762	15358	24900
763	15378	24880
764	15398	24858
765	15419	24840
766	15442	24825
767	15461	24803
768	15483	24784
769	15503	24766
770	15522	24743
771	15542	24722
772	15562	24703
773	15583	24683
774	15602	24662
775	15621	24640
776	15641	24619
777	15658	24594
778	15678	24575
779	15698	24554
780	15717	24532
781	15738	24513
782	15759	24493
783	15779	24474
784	15800	24455
785	15818	24431
786	15838	24411
787	15859	24393
788	15880	24373
789	15899	24351
790	15920	24333
791	15939	24312
792	15960	24292
793	15980	24272
794	16010	24268
795	16032	24250
796	16054	24232
797	16074	24211
798	16094	24191
799	16115	24172
800	16135	24153
801	16154	24131
802	16179	24118
803	16200	24099
804	16219	24076
805	16240	24059
806	16259	24036
807	16279	24015
808	16299	23995
809	16321	23977
810	16338	23953
811	16360	23936
812	16380	23916
813	16399	23893
814	16420	23874
815	16441	23855
816	16461	23836
817	16482	23816
818	16501	23795
819	16522	23776
820	16542	23756
821	16563	23737
822	16586	23720
823	16606	23700
824	16625	23679
825	16646	23660
826	16667	23640
827	16689	23623
828	16711	23606
829	16732	23586
830	16752	23566
831	16774	23548
832	16795	23530
833	16814	23508
834	16834	23487
835	16859	23474
836	16884	23460
837	16904	23440
838	16924	23419
839	16944	23400
840	16964	23379
841	16985	23360
842	17005	23339
843	17025	23318
844	17046	23300
845	17064	23277
846	17083	23255
847	17103	23235
848	17123	23214
849	17144	23195
850	17167	23178
851	17188	23160
852	17209	23141
853	17230	23121
854	17250	23100
855	17268	23078
856	17288	23058
857	17309	23039
858	17330	23020
859	17351	23000
860	17373	22983
861	17396	22967
862	17419	22949
863	17437	22927
864	17459	22909
865	17481	22891
866	17501	22870
867	17522	22851
868	17544	22833
869	17565	22815
870	17586	22795
871	17606	22775
872	17625	22753
873	17645	22732
874	17666	22714
875	17686	22694
876	17706	22673
877	17727	22654
878	17748	22635
879	17772	22619
880	17793	22600
881	17813	22580
882	17834	22561
883	17853	22539
884	17873	22518
885	17892	22497
886	17913	22478
887	17933	22457
888	17955	22439
889	17974	22418
890	17994	22397
891	18012	22374
892	18033	22355
893	18052	22333
894	18071	22311
895	18090	22289
896	18110	22269
897	18128	22246
898	18149	22227
899	18169	22207
900	18189	22186
901	18209	22165
902	18231	22148
903	18252	22128
904	18270	22106
905	18289	22084
906	18308	22063
907	18328	22042
908	18346	22019
909	18365	21998
910	18384	21976
911	18404	21956
912	18426	21938
913	18444	21915
914	18462	21892
915	18484	21874
916	18503	21853
917	18524	21833
918	18543	21812
919	18563	21792
920	18581	21769
921	18602	21750
922	18620	21727
923	18641	21708
924	18662	21688
925	18681	21667
926	18700	21646
927	18722	21627
928	18742	21607
929	18763	21588
930	18782	21566
931	18801	21545
932	18821	21524
933	18842	21505
934	18861	21484
935	18881	21463
936	18899	21441
937	18921	21422
938	18939	21400
939	18959	21379
940	18979	21358
941	19001	21340
942	19020	21320
943	19041	21300
944	19061	21280
945	19081	21260
946	19102	21240
947	19124	21222
948	19143	21201
949	19165	21183
950	19187	21164
951	19207	21144
952	19227	21124
953	19246	21102
954	19265	21081
955	19287	21062
956	19306	21041
957	19325	21020
958	19346	21000
959	19365	20978
960	19388	20962
961	19408	20941
962	19427	20920
963	19447	20899
964	19466	20878
965	19485	20857
966	19509	20840
967	19528	20819
968	19550	20801
969	19573	20784
970	19593	20763
971	19615	20745
972	19635	20724
973	19655	20704
974	19674	20683
975	19694	20662
976	19713	20641
977	19732	20620
978	19751	20599
979	19772	20580
980	19792	20559
981	19815	20541
982	19834	20520
983	19854	20500
984	19874	20479
985	19895	20460
986	19916	20441
987	19936	20421
988	19956	20400
989	19976	20380
990	19996	20359
991	20014	20337
992	20034	20317
993	20052	20294
994	20072	20273
995	20091	20252
996	20110	20231
997	20130	20210
998	20148	20189
999	20169	20169
1000	20190	20150
1001	20213	20133
1002	20235	20114
1003	20261	20099
1004	20287	20085
1005	20306	20063
1006	20323	20041
1007	20344	20021
1008	20363	20000
1009	20385	19982
1010	20407	19963
1011	20426	19941
1012	20446	19921
1013	20466	19901
1014	20487	19882
1015	20506	19860
1016	20526	19840
1017	20544	19818
1018	20565	19798
1019	20585	19778
1020	20605	19757
1021	20626	19737
1022	20646	19718
1023	20664	19696
1024	20688	19679
1025	20709	19659
1026	20729	19639
1027	20750	19619
1028	20768	19598
1029	20790	19579
1030	20809	19557
1031	20830	19538
1032	20849	19516
1033	20870	19498
1034	20890	19477
1035	20909	19456
1036	20929	19435
1037	20949	19415
1038	20971	19397
1039	20994	19379
1040	21013	19357
1041	21031	19336
1042	21051	19315
1043	21071	19295
1044	21093	19276
1045	21113	19256
1046	21132	19235
1047	21153	19216
1048	21173	19195
1049	21195	19177
1050	21219	19159
1051	21241	19141
1052	21261	19121
1053	21283	19102
1054	21303	19082
1055	21324	19063
1056	21344	19042
1057	21365	19022
1058	21387	19003
1059	21407	18984
1060	21429	18965
1061	21450	18946
1062	21471	18926
1063	21493	18907
1064	21512	18886
1065	21531	18865
1066	21551	18844
1067	21571	18824
1068	21590	18803
1069	21611	18783
1070	21631	18763
1071	21652	18744
1072	21672	18723
1073	21692	18702
1074	21711	18682
1075	21731	18661
1076	21752	18642
1077	21772	18622
1078	21793	18602
1079	21816	18584
1080	21836	18563
1081	21858	18545
1082	21876	18523
1083	21896	18503
1084	21916	18482
1085	21937	18463
1086	21956	18441
1087	21976	18421
1088	21998	18402
1089	22018	18382
1090	22039	18362
1091	22058	18341
1092	22079	18321
1093	22099	18301
1094	22120	18282
1095	22141	18262
1096	22163	18244
1097	22184	18224
1098	22204	18203
1099	22225	18184
1100	22248	18166
1101	22269	18147
1102	22291	18128
1103	22311	18108
1104	22332	18088
1105	22353	18068
1106	22375	18049
1107	22394	18028
1108	22415	18008
1109	22434	17987
1110	22455	17968
1111	22473	17946
1112	22495	17927
1113	22517	17908
1114	22535	17887
1115	22556	17867
1116	22577	17847
1117	22597	17827
1118	22617	17807
1119	22639	17788
1120	22662	17769
1121	22681	17749
1122	22703	17730
1123	22723	17710
1124	22743	17689
1125	22764	17669
1126	22784	17649
1127	22803	17628
1128	22823	17607
1129	22843	17587
1130	22865	17568
1131	22885	17548
1132	22905	17527
1133	22927	17508
1134	22948	17489
1135	22969	17469
1136	22990	17450
1137	23013	17432
1138	23032	17410
1139	23053	17391
1140	23074	17371
1141	23094	17351
1142	23113	17330
1143	23132	17308
1144	23152	17288
1145	23174	17269
1146	23194	17248
1147	23214	17228
1148	23233	17208
1149	23254	17188
1150	23273	17166
1151	23291	17144
1152	23311	17124
1153	23331	17104
1154	23351	17084
1155	23373	17064
1156	23393	17044
1157	23413	17024
1158	23433	17003
1159	23454	16984
1160	23476	16965
1161	23497	16945
1162	23516	16924
1163	23535	16903
1164	23554	16882
1165	23575	16863
1166	23594	16841
1167	23615	16821
1168	23636	16802
1169	23658	16783
1170	23681	16765
1171	23702	16745
1172	23724	16726
1173	23745	16706
1174	23765	16686
1175	23786	16666
1176	23809	16648
1177	23829	16627
1178	23848	16607
1179	23870	16587
1180	23891	16568
1181	23913	16549
1182	23935	16530
1183	23958	16511
1184	23978	16491
1185	23999	16471
1186	24020	16452
1187	24042	16432
1188	24062	16412
1189	24082	16392
1190	24101	16371
1191	24120	16350
1192	24144	16332
1193	24164	16312
1194	24189	16294
1195	24210	16275
1196	24230	16254
1197	24251	16235
1198	24271	16215
1199	24294	16196
1200	24314	16175
1201	24336	16156
1202	24355	16135
1203	24375	16115
1204	24397	16096
1205	24417	16075
1206	24437	16055
1207	24457	16035
1208	24478	16015
1209	24498	15994
1210	24517	15973
1211	24538	15954
1212	24562	15936
1213	24583	15916
1214	24602	15895
1215	24625	15876
1216	24645	15856
1217	24667	15837
1218	24689	15818
1219	24709	15797
1220	24731	15778
1221	24751	15758
1222	24777	15741
1223	24807	15727
1224	24841	15716
1225	24869	15700
1226	24894	15683
1227	24918	15665
1228	24941	15647
1229	24964	15628
1230	25002	15618
1231	25027	15601
1232	25051	15583
1233	25073	15564
1234	25093	15543
1235	25116	15525
1236	25141	15507
1237	25162	15487
1238	25183	15468
1239	25205	15448
1240	25226	15428
1241	25248	15409
1242	25268	15388
1243	25289	15369
1244	25312	15349
1245	25332	15329
1246	25352	15308
1247	25372	15288
1248	25393	15268
1249	25414	15248
1250	25436	15229
1251	25458	15210
1252	25488	15195
1253	25511	15176
1254	25535	15158
1255	25558	15139
1256	25579	15119
1257	25598	15098
1258	25626	15082
1259	25649	15064
1260	25671	15044
1261	25693	15025
1262	25719	15008
1263	25744	14990
1264	25765	14970
1265	25788	14951
1266	25809	14931
1267	25832	14912
1268	25853	14892
1269	25882	14877
1270	25904	14857
1271	25924	14837
1272	25945	14817
1273	25968	14798
1274	25990	14778
1275	26009	14757
1276	26030	14737
1277	26048	14715
1278	26070	14696
1279	26089	14675
1280	26110	14655
1281	26131	14635
1282	26153	14615
1283	26176	14596
1284	26199	14578
1285	26221	14558
1286	26244	14539
1287	26263	14518
1288	26285	14498
1289	26305	14478
1290	26326	14458
1291	26349	14439
1292	26371	14419
1293	26392	14399
1294	26414	14380
1295	26435	14359
1296	26456	14339
1297	26477	14319
1298	26500	14300
1299	26522	14281
1300	26546	14262
1301	26566	14242
1302	26588	14222
1303	26608	14202
1304	26630	14182
1305	26649	14161
1306	26670	14141
1307	26692	14121
1308	26711	14100
1309	26733	14080
1310	26753	14060
1311	26773	14039
1312	26792	14018
1313	26813	13998
1314	26831	13977
1315	26852	13956
1316	26874	13937
1317	26896	13917
1318	26918	13897
1319	26938	13877
1320	26962	13858
1321	26982	13838
1322	27005	13819
1323	27026	13798
1324	27046	13778
1325	27070	13759
1326	27094	13741
1327	27112	13719
1328	27134	13699
1329	27154	13679
1330	27175	13658
1331	27195	13638
1332	27216	13618
1333	27239	13599
1334	27259	13578
1335	27282	13559
1336	27305	13540
1337	27326	13520
1338	27349	13501
1339	27371	13481
1340	27390	13460
1341	27412	13440
1342	27432	13420
1343	27453	13399
1344	27474	13379
1345	27495	13359
1346	27516	13339
1347	27535	13318
1348	27556	13298
1349	27575	13276
1350	27595	13256
1351	27617	13236
1352	27637	13216
1353	27657	13195
1354	27676	13174
1355	27696	13153
1356	27718	13133
1357	27739	13114
1358	27759	13093
1359	27779	13072
1360	27801	13052
1361	27822	13032
1362	27842	13012
1363	27863	12991
1364	27883	12971
1365	27902	12950
1366	27924	12930
1367	27945	12910
1368	27965	12889
1369	27986	12869
1370	28007	12849
1371	28027	12828
1372	28049	12809
1373	28069	12788
1374	28089	12767
1375	28109	12747
1376	28132	12727
1377	28149	12706
1378	28170	12685
1379	28190	12665
1380	28210	12644
1381	28229	12623
1382	28250	12603
1383	28270	12583
1384	28291	12562
1385	28311	12541
1386	28330	12521
1387	28351	12500
1388	28371	12480
1389	28394	12460
1390	28415	12440
1391	28436	12420
1392	28457	12400
1393	28477	12379
1394	28498	12359
1395	28518	12338
1396	28540	12319
1397	28561	12298
1398	28581	12278
1399	28601	12257
1400	28623	12237
1401	28641	12216
1402	28662	12196
1403	28681	12175
1404	28702	12155
1405	28723	12134
1406	28743	12114
1407	28765	12094
1408	28784	12073
1409	28805	12053
1410	28825	12032
1411	28844	12011
1412	28863	11990
1413	28885	11970
1414	28906	11950
1415	28928	11930
1416	28951	11911
1417	28972	11891
1418	28990	11870
1419	29011	11849
1420	29032	11829
1421	29051	11808
1422	29072	11788
1423	29090	11767
1424	29112	11747
1425	29135	11727
1426	29156	11707
1427	29178	11687
1428	29199	11667
1429	29220	11647
1430	29242	11627
1431	29261	11606
1432	29285	11587
1433	29306	11567
1434	29326	11546
1435	29346	11526
1436	29366	11505
1437	29390	11486
1438	29409	11465
1439	29431	11445
1440	29452	11425
1441	29474	11405
1442	29496	11385
1443	29517	11365
1444	29538	11345
1445	29558	11324
1446	29578	11303
1447	29598	11283
1448	29618	11262
1449	29640	11242
1450	29661	11222
1451	29681	11202
1452	29700	11181
1453	29722	11161
1454	29741	11140
1455	29762	11120
1456	29780	11098
1457	29800	11077
1458	29819	11057
1459	29841	11037
1460	29861	11016
1461	29881	10995
1462	29900	10974
1463	29920	10954
1464	29943	10934
1465	29964	10914
1466	29984	10894
1467	30003	10873
1468	30022	10852
1469	30042	10831
1470	30060	10810
1471	30080	10789
1472	30100	10769
1473	30122	10749
1474	30142	10728
1475	30163	10708
1476	30183	10687
1477	30205	10667
1478	30226	10647
1479	30246	10627
1480	30266	10606
1481	30285	10585
1482	30306	10565
1483	30328	10545
1484	30349	10525
1485	30368	10504
1486	30390	10484
1487	30412	10464
1488	30429	10443
1489	30449	10422
1490	30472	10402
1491	30493	10382
1492	30511	10361
1493	30534	10341
1494	30555	10321
1495	30577	10301
1496	30601	10282
1497	30620	10261
1498	30640	10240
1499	30662	10220
1500	30681	10199
1501	30701	10179
1502	30721	10158
1503	30742	10138
1504	30762	10117
1505	30781	10096
1506	30802	10076
1507	30822	10056
1508	30842	10035
1509	30863	10015
1510	30883	9994
1511	30904	9974
1512	30924	9953
1513	30945	9933
1514	30964	9912
1515	30985	9892
1516	31005	9871
1517	31026	9851
1518	31044	9830
1519	31064	9809
1520	31083	9788
1521	31108	9769
1522	31127	9749
1523	31146	9728
1524	31168	9708
1525	31188	9687
1526	31209	9667
1527	31228	9646
1528	31248	9626
1529	31267	9605
1530	31288	9584
1531	31307	9564
1532	31327	9543
1533	31348	9523
1534	31368	9502
1535	31388	9481
1536	31409	9461
1537	31430	9441
1538	31452	9421
1539	31473	9401
1540	31492	9380
1541	31513	9359
1542	31535	9340
1543	31557	9320
1544	31577	9299
1545	31598	9279
1546	31620	9259
1547	31642	9239
1548	31663	9218
1549	31684	9198
1550	31705	9178
1551	31723	9157
1552	31745	9137
1553	31766	9117
1554	31787	9096
1555	31807	9076
1556	31828	9055
1557	31853	9036
1558	31873	9016
1559	31893	8995
1560	31913	8974
1561	31933	8954
1562	31954	8934
1563	31975	8913
1564	31995	8893
1565	32014	8872
1566	32035	8852
1567	32054	8831
1568	32075	8811
1569	32096	8790
1570	32116	8770
1571	32138	8750
1572	32158	8729
1573	32180	8709
1574	32201	8689
1575	32222	8668
1576	32242	8648
1577	32261	8627
1578	32279	8606
1579	32300	8586
1580	32320	8565
1581	32343	8545
1582	32361	8524
1583	32381	8504
1584	32401	8483
1585	32421	8463
1586	32440	8442
1587	32462	8422
1588	32483	8402
1589	32502	8381
1590	32524	8361
1591	32544	8340
1592	32565	8320
1593	32585	8299
1594	32606	8279
1595	32625	8258
1596	32647	8238
1597	32669	8218
1598	32691	8198
1599	32714	8178
1600	32738	8159
1601	32757	8138
1602	32778	8118
