iter	MultiClass
342	0.101898468
343	0.1018748551
344	0.1018463878
345	0.1017906033
346	0.1017428026
347	0.1017135487
348	0.1016684628
349	0.1016198839
350	0.1015499589
351	0.1015081543
352	0.1014852181
353	0.1014523614
354	0.1014081719
355	0.1013767699
356	0.1013478121
357	0.1012838917
358	0.1012470093
359	0.1011959356
360	0.1011421471
361	0.10110858
362	0.1010725603
363	0.1010222308
364	0.1009740748
365	0.1009497431
366	0.1008817801
367	0.1008372439
368	0.1007468859
369	0.10066929
370	0.1006509884
371	0.1006122962
372	0.100578839
373	0.1005409841
374	0.1004913227
375	0.1004279859
376	0.100391501
377	0.1003582384
378	0.1003245191
379	0.1003105814
380	0.1002768706
381	0.1002415359
382	0.1002030551
383	0.1001581214
384	0.1001437947
385	0.1000989202
386	0.1000676704
387	0.1000079025
388	0.09995941672
389	0.09990688833
390	0.09987025969
391	0.0998359991
392	0.09980706662
393	0.09974032994
394	0.09970797225
395	0.0996674617
396	0.09960787991
397	0.09956878173
398	0.09952836422
399	0.0995061553
400	0.09947796707
401	0.09945706058
402	0.09944792668
403	0.09939967769
404	0.09934573692
405	0.09932006051
406	0.09929071362
407	0.0992706867
408	0.099190579
409	0.09916240767
410	0.09912963557
411	0.09906718675
412	0.09903278239
413	0.09898247827
414	0.09893337509
415	0.09891075177
416	0.09886120035
417	0.09882989982
418	0.09878656453
419	0.09873477193
420	0.09868957603
421	0.09865131513
422	0.0986261377
423	0.09858287006
424	0.09854787369
425	0.09849882125
426	0.09846614218
427	0.09844049114
428	0.09838989102
429	0.09836013818
430	0.09831424032
431	0.09827710424
432	0.09824875532
433	0.09822112527
434	0.09818926656
435	0.09816713376
436	0.09812010262
437	0.09807759615
438	0.09805275701
439	0.09802710597
440	0.09800274044
441	0.0979351242
442	0.09787404546
443	0.09781857392
444	0.09779556156
445	0.09775995626
446	0.09772970444
447	0.09766913314
448	0.09764704263
449	0.09761674006
450	0.09756397486
451	0.09752676267
452	0.09749914953
453	0.09747471634
454	0.09741908412
455	0.09737145251
456	0.09732183344
457	0.09727085273
458	0.09722514094
459	0.09720790493
460	0.09716455272
461	0.09714044091
462	0.09711254022
463	0.09707597925
464	0.09706050236
465	0.09702137881
466	0.09698742268
467	0.09697331588
468	0.0969403408
469	0.09691554395
470	0.09689101773
471	0.0968435299
472	0.09680615702
473	0.0967807005
474	0.09674953529
475	0.09669797949
476	0.09666556259
477	0.09663186019
478	0.09660417093
479	0.09657398677
480	0.0965400983
481	0.09651322941
482	0.09645413814
483	0.09642556932
484	0.09636814414
485	0.0963408693
486	0.09630462124
487	0.09626740059
488	0.09623970288
489	0.09621951526
490	0.09615728633
491	0.09610973084
492	0.09607810893
493	0.09604967544
494	0.09599962504
495	0.09597600375
496	0.09596040846
497	0.09592446486
498	0.09590184154
499	0.09587316278
500	0.09584844205
501	0.09581302281
502	0.09578899557
503	0.09572789146
504	0.09569731826
505	0.09567685155
506	0.09563537687
507	0.09560979349
508	0.0955707376
509	0.09553167326
510	0.09551440342
511	0.09543563197
512	0.09540601445
513	0.09537829982
514	0.09535600634
515	0.09533028764
516	0.09531153777
517	0.09529024225
518	0.09525068738
519	0.09522075693
520	0.09520302194
521	0.09516044781
522	0.09512681306
523	0.09510684534
524	0.09508651395
525	0.09507461451
526	0.09504452337
527	0.09501488048
528	0.09498142334
529	0.09493489118
530	0.09490889339
531	0.09487482732
532	0.09483081544
533	0.09478853732
534	0.09475124055
535	0.09471594817
536	0.09468917231
537	0.09466096716
538	0.09464427241
539	0.09461680305
540	0.09457294341
541	0.09454977882
542	0.09451729426
543	0.09449430728
544	0.09445911638
545	0.09444189729
546	0.09441437718
547	0.09438555465
548	0.09435322233
549	0.09433289094
550	0.09431316002
551	0.09426697461
552	0.09423968285
553	0.09420476259
554	0.09418549683
555	0.09415921994
556	0.0941354718
557	0.0941036892
558	0.09405445071
559	0.09401634204
560	0.09396535288
561	0.09393260615
562	0.0938976436
563	0.09387154432
564	0.09383116064
565	0.09378762237
566	0.09376932074
567	0.09372814207
568	0.09370362431
569	0.09366214117
570	0.09363110282
571	0.0935988297
572	0.09356787592
573	0.09355277115
574	0.09352985182
575	0.0934704138
576	0.09346160974
577	0.09344045799
578	0.09341399505
579	0.09337104879
580	0.0933534914
581	0.09333636534
582	0.0933233157
583	0.09331167843
584	0.09328619654
585	0.0932551751
586	0.09321393722
587	0.09319117859
588	0.09315046506
589	0.09312601496
590	0.09310204693
591	0.09307210803
592	0.09304452026
593	0.09301160439
594	0.09298164011
595	0.09296489463
596	0.09294548509
597	0.09292321697
598	0.09288964988
599	0.09287044332
600	0.09284518977
601	0.09281475189
602	0.09277964557
603	0.09275729288
604	0.09273407755
605	0.09270753849
606	0.09269041242
607	0.09265496781
608	0.09262343047
609	0.09259770332
610	0.09258099166
611	0.09254566545
612	0.09251289335
613	0.09245977294
614	0.09243895949
615	0.09241439098
616	0.09238550925
617	0.09235837818
618	0.09233147545
619	0.09231364743
620	0.09228891824
621	0.0922558755
622	0.09222323872
623	0.09219375651
624	0.0921736873
625	0.09215519961
626	0.0921277979
627	0.09210731428
628	0.09207032198
629	0.09204019702
630	0.09202287643
631	0.09199891685
632	0.09196055447
633	0.0919426757
634	0.09190806836
635	0.09188637534
636	0.09186629768
637	0.09184770849
638	0.09183399918
639	0.09181260217
640	0.09179941722
641	0.09178561488
642	0.09176188365
643	0.09170562558
644	0.09166266241
645	0.0916073431
646	0.09157970459
647	0.09156761909
648	0.09154566389
649	0.09150976258
650	0.0914741742
651	0.0914490898
652	0.09140920509
653	0.09138898365
654	0.09136296894
655	0.09134152965
656	0.09131975206
657	0.09130560297
658	0.09128579593
659	0.09125404716
660	0.09122885282
661	0.0912121327
662	0.09119926067
663	0.09117113163
664	0.09115568012
665	0.09113303988
666	0.09110935094
667	0.09108238901
668	0.09106157556
669	0.091030182
670	0.09099380708
671	0.09096899331
672	0.09094282638
673	0.0909155769
674	0.09089564301
675	0.09087799259
676	0.09085591899
677	0.0908452966
678	0.09081542536
679	0.0907916603
680	0.0907505662
681	0.09072510968
682	0.09070087947
683	0.09067589655
684	0.09065000025
685	0.09062831569
686	0.09060125228
687	0.09056165512
688	0.09051461553
689	0.09048284985
690	0.09044458895
691	0.09041848121
692	0.09037129784
693	0.09034829394
694	0.09033147234
695	0.09031007533
696	0.09029116477
697	0.09026713753
698	0.09024032784
699	0.09021156451
700	0.09018898347
701	0.09015572085
702	0.09012995986
703	0.09011448297
704	0.09008603256
705	0.09004638466
706	0.09002478467
707	0.0899655158
708	0.08993346257
709	0.08991929657
710	0.08989031334
711	0.0898739146
712	0.08983284588
713	0.08981583821
714	0.08978383573
715	0.0897711413
716	0.0897587767
717	0.08973045315
718	0.08971624485
719	0.08969160869
720	0.08967491395
721	0.08966079869
722	0.0896522568
723	0.08962314671
724	0.08960296756
725	0.08957312169
726	0.08955180925
727	0.0895360279
728	0.08949594022
729	0.08947083044
730	0.08944672709
731	0.0894333899
732	0.08941540965
733	0.08939709956
734	0.08938517474
735	0.08935525276
736	0.08933672278
737	0.08930974394
738	0.08928285813
739	0.08925180286
740	0.08922771643
741	0.08920501699
742	0.08916628248
743	0.08913888923
744	0.08910411275
745	0.08907194957
746	0.08905555083
747	0.08903437371
748	0.08901339111
749	0.0889920533
750	0.08897410688
751	0.08895779271
752	0.08893593901
753	0.08892054669
754	0.08889856613
755	0.08887170569
756	0.08885799638
757	0.08883578747
758	0.08880056274
759	0.08878313221
760	0.08876998954
761	0.08873718361
762	0.08872709403
763	0.08869105741
764	0.08866901764
765	0.08865102893
766	0.08863035079
767	0.08861468784
768	0.08859521064
769	0.08857546281
770	0.08855771936
771	0.08853410653
772	0.08851631234
773	0.08850592675
774	0.08848357406
775	0.08845446398
776	0.08843030143
777	0.08841012227
778	0.08839472996
779	0.08836781032
780	0.08832700376
781	0.08830911654
782	0.0882762937
783	0.08825539567
784	0.0882220231
785	0.08820392444
786	0.08818477707
787	0.08816853903
788	0.08814569581
789	0.08812359685
790	0.08810351072
791	0.0880856827
792	0.08804718499
793	0.08803452439
794	0.08802166081
795	0.08799408996
796	0.08797395309
797	0.08795409531
798	0.08793770503
799	0.08790202361
800	0.08788302848
801	0.08785440892
802	0.08784309303
803	0.0878132387
804	0.08779839611
805	0.08777677921
806	0.08775012175
807	0.08771810235
808	0.08769988529
809	0.08768406165
810	0.08766953198
811	0.08764552166
812	0.08761594643
813	0.08759214754
814	0.08757068287
815	0.08754836401
816	0.08752257765
817	0.08747519131
818	0.08745427636
819	0.08743078194
820	0.08740686465
821	0.08738364931
822	0.08736725904
823	0.0873418448
824	0.08731363965
825	0.08729540567
826	0.08727390718
827	0.08725462449
828	0.08723637361
829	0.08720541137
830	0.08718760872
831	0.08714017163
832	0.08711744682
833	0.08710154707
834	0.08707917746
835	0.08706464779
836	0.08704022306
837	0.08702084735
838	0.08699008809
839	0.08696868262
840	0.08692304695
841	0.08689641486
842	0.08688004149
843	0.08687254831
844	0.08685198857
845	0.0868322492
846	0.08680898312
847	0.08678465142
848	0.08676898001
849	0.08675558362
850	0.08672703172
851	0.08670558397
852	0.08669050457
853	0.08667408892
854	0.08665187155
855	0.08662874079
856	0.08660010432
857	0.08658238624
858	0.08656193645
859	0.08652849622
860	0.08649717032
861	0.08648106759
862	0.08645343753
863	0.08643155
864	0.08641851727
865	0.0864010952
866	0.0863821931
867	0.08635681269
868	0.08633731858
869	0.08631847568
870	0.08629924374
871	0.08628412206
872	0.08625048731
873	0.08622010863
874	0.08620598491
875	0.08619469439
876	0.08617360185
877	0.08615557931
878	0.08613282067
879	0.08612020235
880	0.086108878
881	0.08609446674
882	0.08605121602
883	0.08603770969
884	0.08600795685
885	0.0859902134
886	0.0859798701
887	0.08596562798
888	0.08594916158
889	0.08591556066
890	0.08588119859
891	0.08586463916
892	0.08582795978
893	0.08579594038
894	0.08576759146
895	0.08575081214
896	0.0857226831
897	0.08569758179
898	0.08567588877
899	0.08565839904
900	0.0856384144
901	0.08562476429
902	0.08560189571
903	0.08557985594
904	0.08556317812
905	0.08553629231
906	0.08548780651
907	0.08546810942
908	0.08545090724
909	0.08542001266
910	0.08539771072
911	0.08538173485
912	0.08535149994
913	0.08532312565
914	0.08530751344
915	0.08528439959
916	0.08527628903
917	0.08524744958
918	0.08522555359
919	0.08520287952
920	0.08517909755
921	0.08515674486
922	0.08513166892
923	0.08511099078
924	0.08508573723
925	0.08506367209
926	0.08503741212
927	0.08501775732
928	0.0850027625
929	0.08497626573
930	0.08495241609
931	0.08492549645
932	0.08490689036
933	0.08488100251
934	0.08486037512
935	0.08484211577
936	0.08482438924
937	0.08480499661
938	0.08477809389
939	0.08475957236
940	0.08474481435
941	0.0847184106
942	0.08470274765
943	0.08468626434
944	0.08465982677
945	0.08464270071
946	0.08461585718
947	0.08458986785
948	0.08456618736
949	0.08454013037
950	0.08452582059
951	0.08451632303
952	0.08450273212
953	0.08447639604
954	0.08445450004
955	0.08443163992
956	0.0844167635
957	0.08439759076
958	0.08438657088
959	0.08437486595
960	0.08434202619
961	0.08432451955
962	0.0843081631
963	0.08430085598
964	0.0842859711
965	0.08425989719
966	0.08423062642
967	0.08420825682
968	0.08419241626
969	0.08416930242
970	0.08414559656
971	0.08412899485
972	0.08410939079
973	0.08407319347
974	0.0840493523
975	0.0840321924
976	0.08401187793
977	0.08399275594
978	0.08397068234
979	0.08395259214
980	0.08392098715
981	0.08390391183
982	0.08388953439
983	0.08386707176
984	0.08384985266
985	0.08383511156
986	0.08381548213
987	0.08379165787
988	0.08377671379
989	0.08375552821
990	0.08372314514
991	0.08369788314
992	0.0836680711
993	0.08365146939
994	0.08362777199
995	0.08361809682
996	0.08359314773
997	0.08358273678
998	0.08355320383
999	0.08353902091
1000	0.08350445586
1001	0.08348755814
1002	0.08347521891
1003	0.08344866294
1004	0.08342778182
1005	0.08340789867
1006	0.08338295805
1007	0.08337203119
1008	0.08335603841
1009	0.0833377114
1010	0.08332519458
1011	0.08331040273
1012	0.08329238865
1013	0.08326641623
1014	0.083251303
1015	0.08323323817
1016	0.08319632199
1017	0.08318767015
1018	0.08317138982
1019	0.08314858044
1020	0.0831385416
1021	0.0831251283
1022	0.08310718187
1023	0.08309858924
1024	0.08308144626
1025	0.08306686584
1026	0.08305668324
1027	0.08303364551
1028	0.08301008342
1029	0.08298801828
1030	0.08297090067
1031	0.08295895049
1032	0.0829367162
1033	0.0829178141
1034	0.08290467989
1035	0.0828934232
1036	0.08288388335
1037	0.08286242713
1038	0.08283992221
1039	0.08282519803
1040	0.0827946502
1041	0.08278034042
1042	0.0827430944
1043	0.08272761751
1044	0.08269901486
1045	0.08268407079
1046	0.0826667502
1047	0.08264559845
1048	0.08263423182
1049	0.08260124829
1050	0.08258259145
1051	0.08256748668
1052	0.08253939993
1053	0.08252068389
1054	0.08250097834
1055	0.08248037632
1056	0.08246253984
1057	0.08244640328
1058	0.08242879515
1059	0.08241661661
1060	0.08240456493
1061	0.08238164561
1062	0.08236372455
1063	0.08234266584
1064	0.08232329858
1065	0.08231481589
1066	0.08228934246
1067	0.08227403471
1068	0.08224340231
1069	0.08222956614
1070	0.08221114611
1071	0.08219315739
1072	0.0821689441
1073	0.08215290057
1074	0.08211706692
1075	0.08209973788
1076	0.08207879756
1077	0.08206744784
1078	0.08205152272
1079	0.08203905663
1080	0.08202801138
1081	0.08200864412
1082	0.0819826125
1083	0.08196469145
1084	0.08194225419
1085	0.08192391027
1086	0.08190436541
1087	0.08189207693
1088	0.08187501852
1089	0.08185648854
1090	0.08183362841
1091	0.08182472286
1092	0.08180606602
1093	0.08179950314
1094	0.08179077519
1095	0.0817766261
1096	0.08175125415
1097	0.08174042033
1098	0.0817193447
1099	0.08170456977
1100	0.08168016195
1101	0.08166191106
1102	0.08163661523
1103	0.08162148509
1104	0.08160073083
1105	0.08158549921
1106	0.08157055513
1107	0.08156115905
1108	0.08154863376
1109	0.08153698804
1110	0.08151568406
1111	0.08150545071
1112	0.08149139465
1113	0.08146982849
1114	0.08145882552
1115	0.08144438042
1116	0.08143018905
1117	0.08140604341
1118	0.08139136151
1119	0.0813678248
1120	0.08135798894
1121	0.08134366224
1122	0.08133387713
1123	0.08130826837
1124	0.08129060104
1125	0.0812706756
1126	0.08125174813
1127	0.08124213216
1128	0.08122140328
1129	0.081202535
1130	0.08117462586
1131	0.08115602822
1132	0.08114191296
1133	0.08112257953
1134	0.08110679818
1135	0.08108014072
1136	0.08105373698
1137	0.08104165993
1138	0.08103297426
1139	0.08101339558
1140	0.08099229457
1141	0.08097202239
1142	0.08094884088
1143	0.08092697872
1144	0.08091377685
1145	0.0808981139
1146	0.08088006598
1147	0.08086403091
1148	0.08085323938
1149	0.08083206226
1150	0.08081461481
1151	0.0807927019
1152	0.08077499228
1153	0.0807611984
1154	0.08073344995
1155	0.08071806609
1156	0.08070318121
1157	0.08069358216
1158	0.08067401192
1159	0.08065532126
1160	0.08064134131
1161	0.08062319191
1162	0.08060593898
1163	0.08058800947
1164	0.08057670204
1165	0.08055664974
1166	0.08054250911
1167	0.08052530693
1168	0.08050756348
1169	0.08046481174
1170	0.08044037856
1171	0.08042666925
1172	0.08040867208
1173	0.08039669652
1174	0.0803868522
1175	0.08037024203
1176	0.08033687792
1177	0.08031752758
1178	0.08030513761
1179	0.08027256848
1180	0.08025189035
1181	0.08024369521
1182	0.08021435678
1183	0.08019633423
1184	0.08018267567
1185	0.08016155775
1186	0.08014851657
1187	0.08012936074
1188	0.0801086234
1189	0.08009311269
1190	0.08008237189
1191	0.08006409563
1192	0.08005170566
1193	0.08003815704
1194	0.08002124241
1195	0.08000365965
1196	0.07998108707
1197	0.07996951746
1198	0.07994861943
1199	0.07993578123
1200	0.07991738656
1201	0.07990726316
1202	0.07988951125
1203	0.07987237673
1204	0.07985139412
1205	0.07983129954
1206	0.07982401779
1207	0.07981189
1208	0.07980395704
1209	0.07978557929
1210	0.07976388627
1211	0.07973971526
1212	0.07971789538
1213	0.07970760283
1214	0.07968289901
1215	0.07965760317
1216	0.07964415604
1217	0.07962932191
1218	0.0796095487
1219	0.07958143658
1220	0.0795725564
1221	0.07954743817
1222	0.07953706104
1223	0.07951986732
1224	0.07949784447
1225	0.07947258246
1226	0.07945602304
1227	0.07944454646
1228	0.07943610606
1229	0.07942059534
1230	0.07940171861
1231	0.07939009826
1232	0.07937028276
1233	0.07935489045
1234	0.07933879617
1235	0.07931426996
1236	0.07930945774
1237	0.07929732995
1238	0.07928473701
1239	0.07927698165
1240	0.07924588409
1241	0.07923362944
1242	0.07922547659
1243	0.07921567456
1244	0.07918926236
1245	0.07916230044
1246	0.079145445
1247	0.07912782841
1248	0.07911340023
1249	0.07910534041
1250	0.07909137738
1251	0.07907451349
1252	0.07905167028
1253	0.07904159762
1254	0.07901059309
1255	0.07899525998
1256	0.07898080642
1257	0.07896377339
1258	0.0789475438
1259	0.07893746268
1260	0.07890822573
1261	0.07888939129
1262	0.07886615904
1263	0.07885151943
1264	0.07883342077
1265	0.07882468436
1266	0.07880524945
1267	0.07879125259
1268	0.07876883224
1269	0.07874842474
1270	0.07873777698
1271	0.07871997433
1272	0.07869396808
1273	0.07867986128
1274	0.07867016073
1275	0.07865345753
1276	0.0786407039
1277	0.07863199286
1278	0.07860967401
1279	0.07859136392
1280	0.07856860528
1281	0.07855162299
1282	0.07854056082
1283	0.07852929567
1284	0.07851044431
1285	0.07849389334
1286	0.07846756572
1287	0.07844830841
1288	0.07843186738
1289	0.07840741728
1290	0.07839232943
1291	0.07837740227
1292	0.07835625898
1293	0.07834668529
1294	0.07833087857
1295	0.07829655878
1296	0.07828172465
1297	0.07825864463
1298	0.07824858042
1299	0.07823204637
1300	0.07821589289
1301	0.07820421334
1302	0.07818951452
1303	0.07817868916
1304	0.07816927617
1305	0.07815485644
1306	0.07814160383
1307	0.07812826664
1308	0.07811944566
1309	0.07809553682
1310	0.07808182751
1311	0.07806517506
1312	0.07804883552
1313	0.07803304571
1314	0.07801173327
1315	0.07799759264
1316	0.07798350275
1317	0.07796574239
1318	0.0779439056
1319	0.07790961118
1320	0.07790207571
1321	0.07788533868
1322	0.07786991254
1323	0.07785392821
1324	0.07783674294
1325	0.07782129988
1326	0.07780260075
1327	0.07778868847
1328	0.0777729494
1329	0.07775847893
1330	0.07772972406
1331	0.07771443323
1332	0.07768241383
1333	0.07766543154
1334	0.07765390422
1335	0.07764139584
1336	0.07763436781
1337	0.07761659054
1338	0.07760054701
1339	0.0775856283
1340	0.07755982503
1341	0.07753649129
1342	0.07751826577
1343	0.07749686876
1344	0.07748514692
1345	0.07747607222
1346	0.077463733
1347	0.07744680145
1348	0.07743722777
1349	0.07741529795
1350	0.07740404126
1351	0.0773942054
1352	0.07736751411
1353	0.07733068249
1354	0.07731095158
1355	0.07728064055
1356	0.07726931621
1357	0.07725607205
1358	0.07724072202
1359	0.07722909321
1360	0.07722054286
1361	0.0772072395
1362	0.0771875255
1363	0.07717327492
1364	0.07715570907
1365	0.0771428455
1366	0.07713443892
1367	0.07712114402
1368	0.07709189862
1369	0.07708370348
1370	0.07706268705
1371	0.07704908769
1372	0.07702922145
1373	0.07701277197
1374	0.07699699907
1375	0.07698517575
1376	0.07697651545
1377	0.07696313598
1378	0.07694266927
1379	0.07692697249
1380	0.07691190156
1381	0.07689213681
1382	0.07687701512
1383	0.07686779665
1384	0.07685697128
1385	0.07684567231
1386	0.07683015313
1387	0.07680700546
1388	0.0767882725
1389	0.07676585216
1390	0.07675010463
1391	0.07674015883
1392	0.07673238656
1393	0.07672390387
1394	0.07670929808
1395	0.07669992738
1396	0.07668298737
1397	0.07666371315
1398	0.07665195748
1399	0.07663482295
1400	0.07661801827
1401	0.07659328907
1402	0.07657161297
1403	0.07656194626
1404	0.07654292575
1405	0.07653374111
1406	0.07651262319
1407	0.07650268584
1408	0.07649071874
1409	0.07648191467
1410	0.07647108085
1411	0.07646050075
1412	0.07644290953
1413	0.07642996983
1414	0.07641862857
1415	0.07640157862
1416	0.07639029656
1417	0.07637385554
1418	0.07635722845
1419	0.07634756174
1420	0.0763394258
1421	0.07632114109
1422	0.07630148628
1423	0.0762823812
1424	0.07625815945
1425	0.0762479261
1426	0.07623511326
1427	0.0762187991
1428	0.07620448086
1429	0.07619014571
1430	0.07617992927
1431	0.07617210625
1432	0.07615634182
